Country,Year,1.0.HCount.1.90usd,1.0.HCount.2.5usd,1.0.HCount.Mid10to50,1.0.HCount.Ofcl,1.0.HCount.Poor4uds,1.0.HCount.Vul4to10,1.0.PGap.1.90usd,1.0.PGap.2.5usd,1.0.PGap.Poor4uds,1.0.PSev.1.90usd,1.0.PSev.2.5usd,1.0.PSev.Poor4uds,1.1.HCount.1.90usd,1.1.HCount.2.5usd,1.1.HCount.Mid10to50,1.1.HCount.Ofcl,1.1.HCount.Poor4uds,1.1.HCount.Vul4to10,1.1.PGap.1.90usd,1.1.PGap.2.5usd,1.1.PGap.Poor4uds,1.1.PSev.1.90usd,1.1.PSev.2.5usd,1.1.PSev.Poor4uds,1.2.HCount.1.90usd,1.2.HCount.2.5usd,1.2.HCount.Mid10to50,1.2.HCount.Ofcl,1.2.HCount.Poor4uds,1.2.HCount.Vul4to10,1.2.PGap.1.90usd,1.2.PGap.2.5usd,1.2.PGap.Poor4uds,1.2.PSev.1.90usd,1.2.PSev.2.5usd,1.2.PSev.Poor4uds,2.0.cov.Cel,2.0.cov.Ele,2.0.cov.Int,2.0.cov.Math.pl_2.all,2.0.cov.Math.pl_2.prv,2.0.cov.Math.pl_2.pub,2.0.cov.Math.pl_3.all,2.0.cov.Math.pl_3.prv,2.0.cov.Math.pl_3.pub,2.0.cov.Read.pl_2.all,2.0.cov.Read.pl_2.prv,2.0.cov.Read.pl_2.pub,2.0.cov.Read.pl_3.all,2.0.cov.Read.pl_3.prv,2.0.cov.Read.pl_3.pub,2.0.cov.San,2.0.cov.Sch,2.0.cov.Scie.pl_2.all,2.0.cov.Scie.pl_2.prv,2.0.cov.Scie.pl_2.pub,2.0.cov.Scie.pl_3.all,2.0.cov.Scie.pl_3.prv,2.0.cov.Scie.pl_3.pub,2.0.cov.Wat,2.0.hoi.Cel,2.0.hoi.Ele,2.0.hoi.Int,2.0.hoi.Math.pl_2.all,2.0.hoi.Math.pl_2.prv,2.0.hoi.Math.pl_2.pub,2.0.hoi.Math.pl_3.all,2.0.hoi.Math.pl_3.prv,2.0.hoi.Math.pl_3.pub,2.0.hoi.Read.pl_2.all,2.0.hoi.Read.pl_2.prv,2.0.hoi.Read.pl_2.pub,2.0.hoi.Read.pl_3.all,2.0.hoi.Read.pl_3.prv,2.0.hoi.Read.pl_3.pub,2.0.hoi.San,2.0.hoi.Sch,2.0.hoi.Scie.pl_2.all,2.0.hoi.Scie.pl_2.prv,2.0.hoi.Scie.pl_2.pub,2.0.hoi.Scie.pl_3.all,2.0.hoi.Scie.pl_3.prv,2.0.hoi.Scie.pl_3.pub,2.0.hoi.Wat,3.0.Atkin.0.5,3.0.Atkin.1,3.0.Atkin.2,3.0.GenEnt-1,3.0.GenEnt2,3.0.Gini,3.0.Gini_nozero,3.0.IncShr.q1,3.0.IncShr.q2,3.0.IncShr.q3,3.0.IncShr.q4,3.0.IncShr.q5,3.0.MLongDev0,3.0.Rate75-25,3.0.Rate90-10,3.0.TheilInd1,3.1.Gini,3.1.MLongDev0,3.1.TheilInd1,3.2.Gini,3.2.MLongDev0,3.2.TheilInd1,8.0.LIPI,EN.POP.SLUM.UR.ZS,SI.DST.02ND.20,SI.DST.03RD.20,SI.DST.04TH.20,SI.DST.05TH.20,SI.DST.10TH.10,SI.DST.50MD,SI.DST.FRST.10,SI.DST.FRST.20,SI.POV.DDAY,SI.POV.GAPS,SI.POV.GINI,SI.POV.LMIC,SI.POV.LMIC.GP,SI.POV.MDIM,SI.POV.MDIM.17,SI.POV.MDIM.17.XQ,SI.POV.MDIM.FE,SI.POV.MDIM.HH,SI.POV.MDIM.IT,SI.POV.MDIM.MA,SI.POV.MDIM.XQ,SI.POV.NAHC,SI.POV.UMIC,SI.POV.UMIC.GP,SI.SPR.PC40,SI.SPR.PC40.ZG,SI.SPR.PCAP,SI.SPR.PCAP.ZG
COL,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.2,19.4,56.7,40.5,19.9,1.1,3.7,9.6,4.9,51.5,23.9,9.9,,,,,,,,,,54.2,24.2,,,,
COL,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.3,18.5,60.8,45.6,22.8,0.5,2.4,17.6,9.5,56.9,34.2,16.2,,,,,,,,,,61.5,31.6,,,,
COL,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,10.9,18.2,62.4,46.9,24.5,0.3,2.0,21.4,11.5,58.7,38.2,19.0,,,,,,,,,,64.3,34.7,,,,
COL,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17683,6.7,11.0,18.1,62.2,47.0,22.7,0.1,1.9,17.5,11.3,58.7,33.2,16.9,,,,,,,,,,59.5,31.3,,,,
COL,2001,20.7707977294922,39.034008026123,11.348762512207,,60.3157691955566,27.4224891662598,10.5244159698486,18.5807437896729,30.5749015808105,7.45784664154053,12.3298425674438,20.1332416534424,35.284912109375,59.0516624450684,3.16420745849609,,78.3778076171875,18.3286972045898,17.6578693389893,30.0470638275146,45.0404396057129,12.2065753936768,20.3522453308105,31.4303855895996,15.4477481842041,31.6925354003906,14.3504333496094,,53.6915130615234,30.7576446533203,7.90822267532349,14.3754730224609,25.2696647644043,5.71625089645386,9.38762664794922,15.9900140762329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270286297527586,0.452946654851905,0.735282512115617,1.38880607773948,1.72783290761174,0.577576816191821,0.564600831819722,0.023511498372452,0.068241757733524,0.109810985810017,0.181263078554476,0.617172679529531,0.603208958192378,3.54545459907417,15.708329789896,0.676076833354461,0.506221287893728,0.448925498547517,0.518069443363553,0.570628169736496,0.541208405690651,0.704281306926381,,,6.9,11.1,18.2,61.4,46.3,22.7,0.5,2.4,21.0,10.8,57.5,39.5,18.8,,,,,,,,,,67.0,35.8,,,,
COL,2002,14.6674919128418,30.8398857116699,17.248291015625,49.7,50.3170471191406,30.6997985839844,5.91184902191162,12.9248075485229,23.6719627380371,3.38905024528503,7.54920291900635,14.4147233963013,28.6623878479004,53.2036361694336,4.32375335693359,61.7,76.9238510131836,18.2701263427734,10.9432468414307,23.769021987915,39.9289970397949,5.9466347694397,13.9771661758423,25.4603157043457,7.54879808425903,19.4642639160156,23.8225173950195,45.5,36.7831344604492,37.0223236083984,3.35256004333496,7.40875005722046,15.4026012420654,2.08810019493103,4.27953290939331,8.79623222351074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282472255841034,0.467496135147146,0.716158525129449,1.26154665285623,2.03686910114653,0.582549175132158,0.580812671987499,0.0274838158876553,0.0627972312499462,0.103293473988406,0.180612931690239,0.625812547183753,0.630165123485257,3.70781376620079,14.0624990055744,0.709649209283649,0.529180499056814,0.505375589435075,0.676749006927044,0.553342262515878,0.554433082780618,0.634850916987379,,19.83238,6.8,10.9,18.4,60.6,45.2,21.7,1.1,3.2,14.2,5.1,56.0,30.9,12.1,,,,,,,,,,57.7,27.8,,,,
COL,2003,12.7983665466309,28.7547378540039,15.8299407958984,48.0,49.4412727355957,33.4637107849121,4.97335243225098,11.5435724258423,21.9882526397705,2.8126163482666,6.55478763580322,13.0296783447266,25.404670715332,48.6184539794922,3.57032012939453,56.8,72.8698425292969,23.3519439697266,9.81002902984619,21.4427013397217,36.5253715515137,5.41708183288574,12.5787076950073,23.0535926818848,8.45005512237549,21.9031162261963,20.0586776733398,44.9,41.3600196838379,36.9515800476074,3.30503058433533,8.12905120849609,16.9739418029785,1.91425406932831,4.47694778442383,9.57211303710938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245276102382094,0.416289860877792,0.662959927724453,0.983503123602425,1.32439003771577,0.54408330961286,0.542447231055267,0.0328767521965671,0.0728110258545483,0.114949420691432,0.186834408768802,0.592528392488651,0.53835075648937,3.29548794426604,11.8126331182119,0.595374600908298,0.447979050523571,0.366402135488681,0.405064665370708,0.533231558553163,0.507495670950727,0.5686556191522,,,7.5,11.7,18.8,58.6,42.8,20.8,1.1,3.5,13.0,4.9,53.6,29.3,11.6,,,,,,,,,,58.0,27.1,,,,
COL,2004,11.7864513397217,28.3929061889648,16.640022277832,47.4,49.4170722961426,32.4097480773926,4.16283845901489,10.8817644119263,21.5881233215332,2.20551705360413,5.83374357223511,12.4421167373657,23.4598636627197,49.7137222290039,3.40855407714844,58.3,75.2494354248047,21.2616195678711,8.18978691101074,20.4629535675049,36.5972099304199,4.14317750930786,11.1934432983398,22.3105030059814,7.79842185974121,21.1089992523193,21.1603393554688,43.7,40.5918655395508,36.2183227539063,2.78709745407104,7.60850858688354,16.4605159759521,1.5435471534729,4.00269031524658,9.07074546813965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262769967041225,0.434135141645805,0.673869415973266,1.0331282145529,1.61441478433495,0.561132054796447,0.560338753397093,0.0330538538104413,0.0683418447484495,0.108459026787981,0.18042276418061,0.609722510472519,0.569399995446714,3.41728875465958,11.463685813384,0.658683570817275,0.435368602174648,0.336777109548651,0.370489443711577,0.552079109628699,0.546821472513799,0.631327207793882,,18.48794,7.1,11.1,18.3,60.0,44.5,20.4,1.2,3.5,12.0,4.0,55.0,28.8,10.7,,,,,,,,,,57.3,26.5,,,,
COL,2005,10.40061378479,25.2660312652588,18.3231964111328,45.0,45.2166709899902,34.903621673584,3.71755218505859,9.53582668304443,19.2774963378906,1.99333262443542,5.15372514724731,11.0107173919678,22.9266548156738,49.3850173950195,3.61923217773438,56.4,73.767951965332,22.5234680175781,8.57008361816406,20.3364906311035,36.2112464904785,4.58972597122192,11.4203767776489,22.2529010772705,6.22416496276855,17.2242469787598,23.2257995605469,41.1,35.6970596313477,39.0314407348633,2.09961485862732,5.93465423583984,13.631420135498,1.12763965129852,3.06428980827332,7.26233243942261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253021188267107,0.421988635410711,0.651447580548992,0.934504459293539,1.67820495955021,0.550401838035221,0.549693152570732,0.0337128526746934,0.0709535781424721,0.111884732127371,0.183713786211543,0.599735050843921,0.548161748583935,3.35388971473638,11.5498913232624,0.631337233898024,0.436964724329477,0.342601381389569,0.368800714120771,0.535366444962671,0.508791058095248,0.594503511380084,,,7.3,11.5,18.6,59.0,43.2,20.5,1.2,3.6,10.7,3.7,53.9,25.6,9.5,,,,,,,,,,53.5,24.0,,,,
COL,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8311969950513,53.4680642045386,23.8678590711371,9.64162355403731,26.0797282325629,5.98614737439455,48.5865760539075,66.9018737140693,43.9659329061811,18.774657775577,36.5161027902802,14.5114537194608,,,43.2459290590447,61.7057539363511,38.4939674469638,13.1292243479517,30.3339604900752,9.16884217470854,,,,,22.4658354668307,42.9486012872125,18.7450121989202,5.62919117137933,18.0838477380989,3.76208431480763,41.2469134699232,57.2936740513626,38.2886858713529,13.161516302718,28.5533750297374,10.5921272380097,,,36.4723330201671,53.0487960219326,33.047493311971,8.75381912689739,23.2385482242382,6.43359352329654,,,,,,,,,,,,,,,,,,,,,,,,,17.14349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2008,10.7067413330078,24.4469585418701,21.652458190918,42.0,41.6289710998535,34.9543342590332,4.4576358795166,9.97842407226563,18.7628841400146,2.75348663330078,5.80180501937866,11.2436857223511,20.5270824432373,44.1787605285645,7.07291412353516,56.7,65.6419296264648,27.0892333984375,8.40158367156982,18.6547679901123,32.6875801086426,4.98236703872681,10.8604898452759,20.3752288818359,7.56305694580078,18.1304206848145,26.3196563720703,37.4,33.941951751709,37.4721031188965,3.19510078430176,7.20095634460449,14.3053150177002,2.03997826576233,4.18242025375366,8.32049942016602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261229217675066,0.439999582675386,0.702872505178834,1.18277930758632,1.93908624337005,0.560422717217194,0.557577663896726,0.0293239809782134,0.0672260629371857,0.111870617433425,0.188756525963855,0.602822812687321,0.57981775003067,3.68295395175591,13.1367332809053,0.650519830877431,0.48574305884582,0.416473612247654,0.467701993497625,0.548458396053367,0.545415195018603,0.630620234995202,1.08188509941101,15.79905,6.9,11.4,19.0,59.7,43.7,23.3,1.0,3.0,11.0,4.4,55.3,24.1,9.8,,,,,,,,,,48.5,22.5,,,,
COL,2009,9.28253650665283,21.9101085662842,22.5828399658203,40.3,39.6115531921387,35.8372688293457,3.79449605941772,8.72054767608643,17.1577472686768,2.293869972229,4.99040699005127,10.0103578567505,17.7061424255371,40.0397033691406,7.30258178710938,53.7,63.085636138916,29.3769035339355,7.16517734527588,16.3943157196045,30.136739730835,4.15079069137573,9.35148239135742,18.2704544067383,6.61627292633057,16.1716785430908,27.4193954467773,36.0,32.181468963623,37.8821220397949,2.72759819030762,6.29162502288818,13.0496015548706,1.70611190795898,3.61002707481384,7.39584922790527,,,,30.6138209543043,57.4946033328784,23.4583332045594,9.63986937554618,26.6854149294674,5.19243592497696,55.5459935709866,79.9647159274451,49.1078928897987,23.545051430587,47.3597124478216,17.2472122573002,,,47.9685752640154,76.344250964972,40.4443071559618,15.8274489054262,37.8453495230666,10.1057365686236,,,,,21.6950686592386,47.5720024749936,16.8831828668418,4.99904422541426,18.1003174674065,2.74898593705363,47.6443318037102,74.4861130592126,42.5054216659799,16.6841156489847,39.0139718838288,12.6705970015679,,,39.6313906756247,69.254247279686,34.107448795615,10.1555926030482,29.8529099624434,6.83594628003357,,0.261282050507955,0.438159204180987,0.999968893119171,16073.1141548343,1.95466583338233,0.559180397269091,0.556989493086333,0.0305504883981252,0.0678688859561513,0.111587432335799,0.187442916022119,0.602550277287805,0.576536750681052,3.61943880159085,12.2464098718694,0.655821622560967,0.468851787651635,0.400060859769702,0.431106463952985,0.548812330245435,0.54471843514696,0.636609522811467,1.02751934528351,,7.1,11.6,19.2,58.8,42.9,22.2,1.1,3.3,9.6,3.6,54.3,22.2,8.6,,,,,,,,,,47.3,21.2,,,,
COL,2010,8.06485271453857,19.5579566955566,24.4813995361328,37.2,36.4914741516113,36.8416328430176,2.96850395202637,7.39136838912964,15.1982688903809,1.72391581535339,4.08443450927734,8.63314151763916,15.0586948394775,37.0435523986816,7.59320068359375,49.7,60.6739349365234,31.4197616577148,5.18473815917969,13.7734050750732,27.1790294647217,2.87607097625732,7.41861009597778,15.7551469802856,5.87906217575073,14.0931701660156,29.7594833374023,33.3,28.9337120056152,38.5361366271973,2.27586221694946,5.39678525924683,11.4539127349854,1.36383199691772,3.04240226745605,6.40729522705078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257306615110342,0.429683592293661,0.999370753318669,794.10093288369,2.06513308994082,0.554994444288449,0.553376132245274,0.0318624583744959,0.0690210682362578,0.111532208502376,0.187251684512821,0.600332580374049,0.561563970926156,3.57073135006104,12.2368926536578,0.648227759619927,0.463409473550833,0.374133244420044,0.457439267728185,0.543711725510941,0.536302271183256,0.622840756764231,0.972800970077515,14.4546,7.1,11.4,19.0,59.2,43.4,22.0,1.1,3.3,8.3,3.0,54.6,20.0,7.5,29.7,,,,,42.9,,,,44.6,19.4,,,,
COL,2011,6.57604885101318,16.7546710968018,26.8012161254883,34.1,32.7742118835449,38.0637626647949,2.5168890953064,6.282310962677,13.2690944671631,1.50610685348511,3.45866012573242,7.42238235473633,13.6015672683716,33.3191032409668,9.01769256591797,46.1,57.3544998168945,33.3887557983398,4.99209880828857,12.6957540512085,25.175178527832,2.85485434532166,6.94100522994995,14.5667371749878,4.39686965942383,11.6167068481445,32.3173141479492,30.3,25.1498870849609,39.5138626098633,1.74912714958191,4.29298496246338,9.57605934143066,1.08775162696838,2.37850427627563,5.2063422203064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244566571194636,0.414014960013367,0.999838251069967,3090.71055637901,1.46075058792785,0.541756558377799,0.540240972251151,0.033499052441901,0.0721057181932202,0.115831583404491,0.191483217725145,0.587080428235243,0.534461018763983,3.43805335177923,11.3436149129213,0.601112154188868,0.458816397630921,0.378364742844412,0.423358914668786,0.529290245004306,0.501390277518335,0.574956001781667,0.927566587924957,,7.3,11.7,19.3,58.2,42.4,21.5,1.2,3.5,6.8,2.5,53.5,17.9,6.4,28.8,,,,,42.8,,,,41.6,17.5,,,,
COL,2012,7.09347867965698,17.5397624969482,27.1483459472656,32.7,32.9252433776855,37.7291297912598,2.90172672271729,6.76943635940552,13.7783193588257,1.78931641578674,3.84107351303101,7.88724565505981,15.1353797912598,36.8776931762695,8.34477233886719,46.8,60.6569862365723,30.7351493835449,6.20775413513184,14.4412326812744,27.6428470611572,3.67656230926514,8.17720317840576,16.3813591003418,4.62562274932861,11.6054410934448,32.9186859130859,28.4,24.4150733947754,39.8754081726074,1.88719046115875,4.41515588760376,9.52364730834961,1.21016836166382,2.51042509078979,5.28061723709106,93.795939636267,95.9227317828763,21.6279486288565,27.4231082388116,51.3471713863081,22.6649685819866,8.63892730151011,24.2798012136966,5.62468970273935,52.0613242412915,74.6872878673947,47.5613573185987,19.3412044425648,44.2409442982131,14.3890172164512,86.4952808029363,94.8501490511156,46.8158514298794,67.4738842291439,42.7072765482044,13.2517566062688,29.5139608839325,10.134748627995,91.2847701484837,91.3455042127732,93.1151279992801,12.4645763969024,20.5295513420527,42.3442725973651,17.1566917843454,5.11603498112432,16.697741883226,3.51324338086289,43.9554462708478,65.6076748347606,40.4130694993946,13.8074425808152,34.3826390098475,10.6559052319486,79.7373657139622,93.7814049850572,40.0380096337587,57.5625675863513,37.1105404004481,9.09760297386381,21.6623935852205,7.31030497880338,87.5123401495526,0.238753569918431,0.409681991487543,0.99987904306064,4133.20247829078,1.44505331174301,0.535404994995666,0.533633739581649,0.0328955080406346,0.0728991963938217,0.118955082037804,0.196543991774675,0.578706221753065,0.527093889810542,3.52517976935867,11.417298665794,0.580080872968764,0.471005022410414,0.400068638092692,0.476208038106174,0.517410280977217,0.48130656453348,0.543047752428188,0.904376864433289,13.11016,7.5,12.0,19.7,57.3,41.3,21.9,1.2,3.5,6.7,2.5,52.6,16.8,6.2,26.5,,,,,42.3,,,,39.8,16.7,,,,
COL,2013,6.1217303276062,15.1662120819092,29.2580108642578,30.6,30.753963470459,37.6823844909668,2.48531675338745,5.85833930969238,12.248480796814,1.53292763233185,3.31599521636963,6.90085458755493,13.7061204910278,30.5430870056152,10.1810455322266,42.8,54.8895263671875,34.7033004760742,5.36796998977661,12.4572048187256,24.1003131866455,3.19010996818542,7.10342502593994,14.1639184951782,3.80563998222351,10.4704847335815,35.0836486816406,26.9,23.383544921875,38.5921249389648,1.6050238609314,3.84320449829102,8.62921619415283,1.02686405181885,2.15940523147583,4.68289041519165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237621960747324,0.407782678709251,0.999953077122635,10655.2830226622,1.36315547408283,0.53487819993256,0.53305967263079,0.0334945933267885,0.0729080226444288,0.118446277654414,0.195465915411564,0.579685190962805,0.523881614686675,3.47531681053429,11.3759294962213,0.575829214640879,0.452404651379608,0.372677011523093,0.386688736732997,0.521211454813102,0.486077185618743,0.549968700689465,0.85393762588501,,7.5,12.1,19.6,57.3,41.4,21.8,1.2,3.5,6.1,2.3,52.6,15.3,5.7,24.3,,,,,42.2,,,,37.6,15.6,,,,
COL,2014,5.67811489105225,14.4610137939453,29.6438827514648,28.5,28.9188690185547,38.6665954589844,2.31490468978882,5.5001859664917,11.4965782165527,1.42159116268158,3.09209752082825,6.47121858596802,11.8054313659668,29.6490116119385,10.9844207763672,41.4,52.6438484191895,36.070484161377,4.72043228149414,11.5027980804443,22.7353858947754,2.72836351394653,6.37031555175781,13.1735134124756,3.81826901435852,9.85094833374023,35.3076438903809,24.6,21.7175445556641,39.4546012878418,1.58474671840668,3.67819261550903,8.08522415161133,1.02494204044342,2.09704875946045,4.43684864044189,95.6648483846399,96.8000397644954,25.8384578762746,,,,,,,,,,,,,87.3749263559056,94.823969963613,,,,,,,90.7350862582278,93.89791344528,94.5764206988868,15.6507186246411,,,,,,,,,,,,,81.0275728331376,93.5943825201681,,,,,,,87.2875247646079,0.23707553263095,0.40612146883829,0.657500164348504,0.959854715109342,1.20404636526089,0.534972598067462,0.533283556116274,0.0336148110622962,0.0737190932787565,0.118391853867621,0.193133944008983,0.581140297782343,0.521080473524767,3.41241085072982,11.4110626954492,0.569899138314681,0.464046170564253,0.382541564317596,0.432485895841057,0.520849431254998,0.485156036153709,0.541058665776363,0.82638019323349,11.76571,7.6,12.1,19.6,57.2,41.4,21.7,1.2,3.6,5.4,2.1,52.6,14.3,5.2,21.6,,,,,41.6,,,,35.4,14.4,,,,
COL,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,12.5,20.0,55.8,39.9,21.1,1.3,3.8,4.9,1.9,51.0,13.0,4.7,19.8,,,,,41.7,,,,34.6,13.7,,,,
COL,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42127,8.1,12.6,19.9,55.5,39.8,20.7,1.3,3.9,4.9,1.9,50.6,12.9,4.7,17.6,,,,,41.3,,,,34.3,13.5,4.6,,15.36,
COL,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,12.8,20.1,54.8,39.0,20.2,1.4,4.1,4.3,1.7,49.7,12.1,4.3,,,,,,,,,,33.7,13.0,,,,
COL,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,8.1,12.6,19.9,55.4,39.7,20.4,1.4,4.0,4.5,1.8,50.4,12.2,4.4,19.1,,,,,41.7,,,,33.9,13.1,,,,
COL,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,12.4,19.8,56.2,40.3,21.2,1.2,3.7,5.3,2.1,51.3,13.7,5.0,17.5,,,17.1,,41.4,17.9,0.07245,35.7,34.8,14.0,,,,
COL,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,7.5,12.0,19.5,57.9,41.8,22.2,0.9,3.1,9.4,4.5,53.5,19.3,8.5,18.1,,,17.9,,41.4,18.3,0.074934,42.5,42.2,19.0,,,,
COL,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,12.3,19.9,56.3,40.2,20.7,1.2,3.6,6.6,2.8,51.5,16.0,6.2,16.0,,,15.7,,40.8,16.2,0.065,39.3,39.2,16.2,4.07,-2.39,14.16,-1.62
COL,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
