Country,Year,BM.GSR.ROYL.CD,BX.GSR.ROYL.CD,GB.XPD.RSDV.GD.ZS,IP.JRN.ARTC.SC,IP.PAT.NRES,IP.PAT.RESD,SP.POP.SCIE.RD.P6,SP.POP.TECH.RD.P6,TX.VAL.TECH.CD,TX.VAL.TECH.MF.ZS
ESP,1993,982797210.562038,150374141.989184,,,563.0,2165.0,,,,
ESP,1994,1061345631.82681,220171988.256317,,,537.0,2136.0,,,,
ESP,1995,1266225753.15064,196073167.445017,,,553.0,2047.0,,,,
ESP,1996,1447370353.35883,214088034.021947,0.78753000497818,21122.2,524.0,2274.0,1293.76965332031,433.01054,,
ESP,1997,1643510670.85885,211801152.17643,0.777809977531433,22767.13,496.0,2237.0,1345.88745117188,447.72996,,
ESP,1998,1878319067.35468,241764812.378891,0.848039984703064,22924.81,476.0,2271.0,1499.17065429688,482.91658,,
ESP,1999,,,0.838540017604828,23999.8,506.0,2439.0,1521.90844726563,583.19884,,
ESP,2000,,,0.882759988307953,25000.67,484.0,2710.0,1878.01989746094,627.61921,,
ESP,2001,,,0.888329982757568,26457.11,467.0,2528.0,1938.0859375,688.78012,,
ESP,2002,,,0.959710001945496,28112.36,371.0,2763.0,1987.56262207031,724.63027,,
ESP,2003,,,1.02373003959656,29354.12,367.0,2813.0,2172.0751953125,851.66246,,
ESP,2004,,,1.04088997840881,31906.6,313.0,2871.0,2331.98486328125,874.44348,,
ESP,2005,,,1.09956002235413,35889.85,313.0,3040.0,2492.55981445313,906.50375,,
ESP,2006,,,1.17701995372772,39519.17,316.0,3111.0,2588.91381835938,1002.53831,,
ESP,2007,,,1.24053001403809,42124.36,265.0,3267.0,2699.24267578125,1108.12071,10502552067.0,5.6035851618541
ESP,2008,,,1.32500004768372,44086.73,252.0,3632.0,2843.27514648438,1124.66762,11248660432.0,5.58247850167433
ESP,2009,,,1.36363995075226,47069.31,207.0,3596.0,2872.33056640625,1242.57343,10374405678.0,6.47221445736308
ESP,2010,,,1.35995995998383,49030.56,213.0,3566.0,2869.16870117188,1293.31531,11504349325.0,6.55762609820007
ESP,2011,,,1.33341002464294,52080.18,196.0,3430.0,2765.99780273438,1243.61145,13554458627.0,6.58545173845354
ESP,2012,,,1.2987699508667,54354.19,209.0,3266.0,2693.77954101563,1232.99904,13768258934.0,7.24990808270695
ESP,2013,4514279640.20002,1173589612.92664,1.27523005008698,54309.2,218.0,3026.0,2625.68139648438,1210.76203,14479326037.0,6.96952967081369
ESP,2014,4474717117.51778,1436944061.33098,1.24213004112244,55517.81,225.0,2953.0,2613.09985351563,1163.05227,14664458406.0,6.91096223763001
ESP,2015,4520612370.80118,1613627620.2198,1.22236001491547,54666.17,221.0,2799.0,2623.35424804688,1189.6445,13109480801.0,6.88735849434648
ESP,2016,4987966184.83067,1919938921.59532,1.19047999382019,55081.89,177.0,2745.0,2715.46533203125,1189.22255,15598981400.0,7.8011153069532
ESP,2017,5065245408.98261,2373442084.84579,1.21042001247406,55118.66,176.0,2167.0,2855.74560546875,1264.92042,14928178719.0,6.99860847298044
ESP,2018,6644636046.14469,2527128831.19963,1.24213004112244,56322.49,149.0,1525.0,3000.88940429688,,15483660258.0,6.7664727246809
ESP,2019,6838705334.55079,3418268057.98157,1.25138998031616,58751.47,159.0,1288.0,3080.52709960938,,15036520591.0,6.84573905992425
ESP,2020,5122068572.40469,2949863120.82882,1.40541005134583,65638.38,124.0,1431.0,3109.24365234375,,15725222510.0,7.76793731321175
ESP,2021,5917230505.772,3839943381.89034,,,126.0,1308.0,,,23455675754.0,9.39258335647231
ESP,2022,5804753906.39883,4520699155.08659,,,,,,,,
EST,1960,,,,,,,,,,
EST,1961,,,,,,,,,,
EST,1962,,,,,,,,,,
EST,1963,,,,,,,,,,
EST,1964,,,,,,,,,,
EST,1965,,,,,,,,,,
EST,1966,,,,,,,,,,
EST,1967,,,,,,,,,,
EST,1968,,,,,,,,,,
EST,1969,,,,,,,,,,
EST,1970,,,,,,,,,,
EST,1971,,,,,,,,,,
EST,1972,,,,,,,,,,
EST,1973,,,,,,,,,,
EST,1974,,,,,,,,,,
EST,1975,,,,,,,,,,
EST,1976,,,,,,,,,,
EST,1977,,,,,,,,,,
EST,1978,,,,,,,,,,
EST,1979,,,,,,,,,,
EST,1980,,,,,,,,,,
EST,1981,,,,,,,,,,
EST,1982,,,,,,,,,,
EST,1983,,,,,,,,,,
EST,1984,,,,,,,,,,
EST,1985,,,,,,,,,,
EST,1986,,,,,,,,,,
EST,1987,,,,,,,,,,
EST,1988,,,,,,,,,,
EST,1989,,,,,,,,,,
EST,1990,,,,,,,,,,
EST,1991,,,,,,,,,,
EST,1992,,,,,,,,,,
EST,1993,,,,,,,,,,
EST,1994,777511.616061205,860853.291990289,,,452.0,16.0,,,,
EST,1995,1092875.39465042,942781.900884106,,,63.0,16.0,,,,
EST,1996,2909349.7501164,1349056.72419043,,417.38,198.0,12.0,,,,
EST,1997,4559578.55234669,967263.972300308,,404.39,360.0,15.0,,,,
EST,1998,6954200.26061668,1157940.36780961,0.565010011196136,459.91,443.0,20.0,2117.53979492188,538.98428,,
EST,1999,5626623.12094576,1735788.98872968,0.677079975605011,484.81,604.0,13.0,2138.498046875,534.26833,,
EST,2000,7909800.99617437,1557828.55621344,0.600000023841858,464.97,791.0,13.0,1905.49438476563,378.8117,,
EST,2001,11232525.4389899,2124895.16746361,0.698390007019043,516.3,699.0,18.0,1926.37939453125,339.14624,,
EST,2002,14113255.1511372,4915363.96122265,0.712029993534088,509.77,700.0,19.0,2212.28686523438,378.95991,,
EST,2003,,,0.764649987220764,568.93,584.0,18.0,2197.52368164063,417.36197,,
EST,2004,,,0.845839977264404,631.83,97.0,27.0,2470.72924804688,479.6251,,
EST,2005,,,0.917050004005432,716.74,15.0,23.0,2457.12744140625,418.25017,,
EST,2006,,,1.11276996135712,891.83,9.0,36.0,2603.45068359375,575.08617,,
EST,2007,,,1.05874001979828,1024.4,19.0,44.0,2744.93115234375,598.82645,890687379.0,12.887204652078
EST,2008,49797157.79463,26859382.8509898,1.25188004970551,1138.56,10.0,62.0,2969.2412109375,617.87679,976499926.0,12.2044581958555
EST,2009,45861418.97409,24466201.9528963,1.39679002761841,1150.71,20.0,76.0,3228.71557617188,625.68528,669184110.0,12.3701418264022
EST,2010,60041345.4112553,20323470.1587301,1.57898998260498,1407.66,13.0,84.0,3060.57885742188,680.8793,1253040816.0,15.7345931600893
EST,2011,74447963.3833869,22438019.7551406,2.30521988868713,1384.92,15.0,62.0,3397.58178710938,662.04266,2547547118.0,22.2268226682043
EST,2012,61274606.2872205,19307726.9950371,2.12480998039246,1493.05,5.0,20.0,3462.9248046875,708.90951,2356378964.0,20.5673723533259
EST,2013,49014653.7914747,10079195.9305823,1.72412002086639,1449.46,17.0,25.0,3341.01049804688,802.08512,2546304397.0,20.6758794921767
EST,2014,61551392.4353936,12772797.4421346,1.43023002147675,1678.33,6.0,44.0,3284.26318359375,676.14947,2708974331.0,23.6519310805907
EST,2015,43591116.4630313,11896638.9338109,1.46749997138977,1542.15,6.0,30.0,3183.24365234375,675.11832,2052941145.0,22.7094934661923
EST,2016,51669819.0315087,11485129.1031047,1.24305999279022,1555.26,1.0,29.0,3295.07568359375,710.21109,2105999082.0,21.8882726636709
EST,2017,62014803.5167385,20217819.2640978,1.27684998512268,1563.46,4.0,37.0,3542.54614257813,654.84807,1843541921.0,17.9345323962946
EST,2018,66881559.9617491,16138594.7517492,1.41623997688293,1476.89,6.0,24.0,3755.3291015625,,1907601625.0,18.1714637063644
EST,2019,63213681.8831703,19406590.9292747,1.63337004184723,1622.86,1.0,31.0,3767.96850585938,,1734953949.0,16.9368544317177
EST,2020,56938618.9588941,20544520.4369543,1.79246997833252,1747.64,2.0,21.0,3846.1103515625,,2169210605.0,19.034840027545
EST,2021,78261754.9466095,368177426.266172,,,1.0,25.0,,,2680431401.0,20.6252739383297
EST,2022,64542862.5459011,71190668.5896511,,,,,,,,
FIN,1960,,,,,,,,,,
FIN,1961,,,,,,,,,,
FIN,1962,,,,,,,,,,
FIN,1963,,,,,,,,,,
FIN,1964,,,,,,,,,,
FIN,1965,,,,,,,,,,
FIN,1966,,,,,,,,,,
FIN,1967,,,,,,,,,,
FIN,1968,,,,,,,,,,
FIN,1969,,,,,,,,,,
FIN,1970,,,,,,,,,,
FIN,1971,,,,,,,,,,
FIN,1972,,,,,,,,,,
FIN,1973,,,,,,,,,,
FIN,1974,,,,,,,,,,
FIN,1975,49016903.2390012,4761095.82090809,,,,,,,,
FIN,1976,54085821.6806096,6996697.94188169,,,,,,,,
FIN,1977,53530691.0234956,2956114.08754405,,,,,,,,
FIN,1978,57600186.3116941,2676225.39437156,,,,,,,,
FIN,1979,69019937.8477663,3585794.11982103,,,,,,,,
FIN,1980,87959823.2508356,3476102.48403499,,,2734.0,1356.0,,,,
FIN,1981,93673700.2445231,6456538.24878472,,,2809.0,1423.0,,,,
FIN,1982,89499618.3337291,4367760.06992127,,,2907.0,1638.0,,,,
FIN,1983,92217645.0257889,7145152.93521059,,,3178.0,1719.0,,,,
FIN,1984,102223867.431574,5192160.2459928,,,3408.0,1775.0,,,,
FIN,1985,116074806.509944,6540407.04862128,,,3472.0,1727.0,,,,
FIN,1986,153010354.21986,9132753.25292537,,,3627.0,1754.0,,,,
FIN,1987,208153042.806734,27073847.3452903,,,3941.0,1859.0,,,,
FIN,1988,244563866.572758,39506967.0272128,,,4084.0,1981.0,,,,
FIN,1989,269655817.210405,45067697.2611956,,,4417.0,1948.0,,,,
FIN,1990,316693261.712129,50470757.8783455,,,4410.0,2059.0,,,,
FIN,1991,311622807.186394,54124115.3034928,,,2671.0,2123.0,,,,
FIN,1992,270647259.299551,62675143.4618267,,,3953.0,2052.0,,,,
FIN,1993,325487457.193036,89132136.437928,,,2052.0,2166.0,,,,
FIN,1994,324558642.672523,75349812.1943748,,,1842.0,2306.0,,,,
FIN,1995,389212320.161414,58274058.9261078,,,1733.0,2058.0,,,,
FIN,1996,465429923.844719,65948470.8384743,2.45255994796753,6576.37,483.0,2179.0,,,,
FIN,1997,504312604.872238,93449667.3243878,2.62157988548279,6940.03,250.0,2355.0,,,,
FIN,1998,411408467.681397,106247893.558393,2.78442001342773,6928.39,212.0,2471.0,,,,
FIN,1999,375327800.732606,648293473.992682,3.0561900138855,6932.89,343.0,2511.0,,,,
FIN,2000,565058183.775268,886365778.471009,3.24137997627258,7504.8,324.0,2579.0,,,,
FIN,2001,533700641.68561,583847010.70305,3.19372010231018,7767.57,270.0,2390.0,,,,
FIN,2002,605924790.115879,560922518.662398,3.25307989120483,7849.93,207.0,2162.0,,,,
FIN,2003,616276302.239088,501363528.220054,3.29821991920471,8022.86,215.0,1972.0,,,,
FIN,2004,800565236.130952,839611133.015873,3.30907011032104,8726.82,209.0,2011.0,7821.861328125,,,
FIN,2005,1122659918.4129,1205858637.75244,3.32369995117188,9122.68,229.0,1830.0,7526.63037109375,,,
FIN,2006,,,3.33214998245239,9363.27,202.0,1816.0,7657.220703125,,,
FIN,2007,,,3.33703994750977,9322.12,211.0,1804.0,7361.54052734375,,15796195880.0,21.7676028069453
FIN,2008,2253386654.98076,1489349689.87353,3.53696990013123,9545.18,147.0,1799.0,7684.80810546875,,16911189065.0,21.4871790178276
FIN,2009,1477245035.7673,1734928257.78779,3.73401999473572,9892.75,127.0,1806.0,7646.3369140625,,8741499653.0,18.01546011419
FIN,2010,1508665557.86435,2318716972.87157,3.70531988143921,9896.47,102.0,1731.0,7720.2236328125,,7052255634.0,13.1465805635812
FIN,2011,1576638925.29761,3238674269.52785,3.61806011199951,10202.9,124.0,1650.0,7421.58203125,,6421361831.0,11.0749998574353
FIN,2012,1774389256.05148,3326995162.51239,3.3983199596405,10425.9,129.0,1698.0,7473.7060546875,,5472474945.0,10.4735919116817
FIN,2013,1917947813.86481,3533405014.68464,3.27136993408203,10657.92,141.0,1596.0,7206.5322265625,,4694179888.0,9.02392907701926
FIN,2014,1178587921.9761,2622438709.32277,3.14751005172729,11068.94,126.0,1419.0,7009.28759765625,,5102532558.0,10.0520599955454
FIN,2015,832316827.075512,2455297313.72212,2.87195992469788,10903.86,127.0,1289.0,6844.54736328125,,4250872228.0,10.1842019957389
FIN,2016,876927845.023377,3030847431.06449,2.72442007064819,11111.14,108.0,1260.0,6531.4794921875,,3966656452.0,10.0522849596343
FIN,2017,1022698642.46366,3072987936.20346,2.72786998748779,10769.6,139.0,1390.0,6721.830078125,,4404742624.0,9.65603840857333
FIN,2018,1066485644.78938,3456439587.82967,2.7574200630188,10848.8,100.0,1387.0,6861.14599609375,,4515414590.0,9.01758300794313
FIN,2019,1000220940.55735,3612986914.01512,2.79682993888855,11036.74,75.0,1321.0,7227.5439453125,,4563213722.0,9.21454102016798
FIN,2020,1209456424.27164,2980688861.63537,2.93544006347656,11328.41,97.0,1588.0,7527.36083984375,,4419533476.0,9.98225530086373
FIN,2021,1110538038.09524,3422452668.32612,,,105.0,1557.0,,,5489674612.0,10.293656538116
FIN,2022,1062799683.08983,3280386294.72403,,,,,,,,
FRA,1960,,,,,,,,,,
FRA,1961,,,,,,,,,,
FRA,1962,,,,,,,,,,
FRA,1963,,,,,,,,,,
FRA,1964,,,,,,,,,,
FRA,1965,,,,,,,,,,
FRA,1966,,,,,,,,,,
FRA,1967,,,,,,,,,,
FRA,1968,,,,,,,,,,
FRA,1969,,,,,,,,,,
FRA,1970,,,,,,,,,,
FRA,1971,,,,,,,,,,
FRA,1972,,,,,,,,,,
FRA,1973,,,,,,,,,,
FRA,1974,,,,,,,,,,
FRA,1975,515801619.695755,192154613.478426,,,,,,,,
FRA,1976,583726698.815382,201071165.681414,,,,,,,,
FRA,1977,546609901.163937,283850217.890703,,,,,,,,
FRA,1978,680438885.275056,347416985.06691,,,,,,,,
FRA,1979,806667403.522857,429876142.836436,,,,,,,,
FRA,1980,1028041878.19102,495717088.753075,,,16989.0,11000.0,,,,
FRA,1981,945696301.092182,495447294.31584,,,13723.0,10945.0,,,,
FRA,1982,905672552.986637,374878716.630407,,,11561.0,10681.0,,,,
FRA,1983,911767138.48144,587718469.24471,,,10029.0,11147.0,,,,
FRA,1984,882858798.655151,424926838.849206,,,8867.0,11333.0,,,,
FRA,1985,981903449.684167,522346082.112156,,,7543.0,12050.0,,,,
FRA,1986,1234368095.24329,688839182.671791,,,6369.0,12155.0,,,,
FRA,1987,1593555979.37603,897504217.170554,,,5875.0,12695.0,,,,
FRA,1988,1720570808.17546,1081605899.5873,,,5194.0,12437.0,,,,
FRA,1989,1416909594.09784,998191639.642778,,,4986.0,12592.0,,,,
FRA,1990,1628676371.49048,1294662125.40326,,,4260.0,12378.0,,,,
FRA,1991,1748149931.04276,1387605156.12996,,,3908.0,12597.0,,,,
FRA,1992,2072778757.70372,1578753016.40961,,,3547.0,12539.0,,,,
FRA,1993,1798053452.46228,1455899627.5684,,,3402.0,12638.0,,,,
FRA,1994,1908824535.23078,1531063076.63285,,,3520.0,12519.0,,,,
FRA,1995,2320297933.42987,1850021380.68064,,,3477.0,12419.0,,,,
FRA,1996,2652879847.92705,1884478266.1606,2.2228000164032,46610.69,3484.0,12916.0,2668.87622070313,,,
FRA,1997,2476558275.60864,2046422949.03265,2.14699006080627,49416.52,3637.0,13252.0,2657.86059570313,,,
FRA,1998,2717179166.91769,2337985042.3798,2.09475994110107,49672.35,3544.0,13251.0,2664.5400390625,,,
FRA,1999,4500823922.96103,3663643017.03773,2.10767006874084,49210.64,3282.0,13592.0,2732.7431640625,,,
FRA,2000,4416719402.194,3973973759.5202,2.09346008300781,50006.98,3483.0,13870.0,2915.69458007813,,,
FRA,2001,4095839453.42316,4741250358.65264,2.13804006576538,50801.94,3605.0,13499.0,2986.8583984375,,,
FRA,2002,4547619885.08004,5714305056.38436,2.17448997497559,51494.97,3389.0,13519.0,3117.2119140625,,,
FRA,2003,5154463498.89549,5865520891.77298,2.11994004249573,52659.44,3339.0,13511.0,3199.74829101563,,,
FRA,2004,5800016169.16712,7237765433.9763,2.09460997581482,54976.7,3060.0,14230.0,3334.1669921875,1753.19275,,
FRA,2005,6182912478.86491,8315623611.71046,2.05151009559631,59436.01,2948.0,14327.0,3313.25854492188,1720.73252,,
FRA,2006,7028743114.64889,8459450015.32303,2.05094003677368,62294.75,2720.0,14529.0,3423.74853515625,1861.92102,,
FRA,2007,7672468332.61224,13466689886.0114,2.0245099067688,63247.3,2387.0,14722.0,3585.80590820313,1825.85921,85771313939.0,20.0995373655407
FRA,2008,10435073227.356,15472604431.7447,2.06117010116577,66278.1,1761.0,14658.0,3659.884765625,1861.63937,98755787407.0,21.4329214115065
FRA,2009,8387238481.47801,12671414489.1486,2.21206998825073,67841.08,1593.0,14100.0,3747.28466796875,1895.0048,87885947635.0,24.0914869416335
FRA,2010,10014878125.61,13625132122.8949,2.17857003211975,68299.86,1832.0,14748.0,3873.01293945313,1882.38567,105238742390.0,26.2948277913036
FRA,2011,10545784932.3541,15344865099.7735,2.19161009788513,70130.47,2099.0,14655.0,3942.38891601563,1876.40812,111877556068.0,25.0896226972951
FRA,2012,8754182545.12403,12742266510.8188,2.22707009315491,71646.01,2092.0,14540.0,4073.25048828125,1874.23047,114060869490.0,26.6626605557059
FRA,2013,11054534501.3487,13169451182.1988,2.23703002929688,72641.06,2196.0,14690.0,4154.8154296875,1836.13681,118708423591.0,27.1559979226953
FRA,2014,12764952188.4495,14543103950.2613,2.27591991424561,72165.9,2033.0,14500.0,4233.63818359375,1809.34158,120586813434.0,27.4407037954667
FRA,2015,15660393095.6187,15242960369.0537,2.2270200252533,71454.24,1994.0,14306.0,4336.01416015625,1798.3546,109607526938.0,28.1846092902506
FRA,2016,14758389447.0551,15482080301.7727,2.22237992286682,70742.15,2012.0,14206.0,4414.69873046875,1804.90705,108744117954.0,27.9094627128882
FRA,2017,15849154072.1435,16843554961.9212,2.1988799571991,69328.55,1832.0,14415.0,4569.90771484375,1805.54395,108779749957.0,25.9970054154372
FRA,2018,14350603897.0659,17743916340.6804,2.19666004180908,67682.67,1919.0,14303.0,4699.74169921875,,117574883771.0,25.9170336616783
FRA,2019,12396256257.8029,15407019866.5096,2.19179010391235,65758.26,1766.0,14103.0,4811.53076171875,,120534304793.0,26.9114445946556
FRA,2020,12505733388.3121,13972488585.0725,2.35492992401123,66478.55,1542.0,12771.0,4926.18896484375,,87120395046.0,23.144383968198
FRA,2021,13127793210.2381,15316537821.0173,,,1373.0,13386.0,,,97528027435.0,21.9194645704804
FRA,2022,12797988674.6943,13740370351.5206,,,,,,,,
GBR,1960,,,,,,,,,,
GBR,1961,,,,,,,,,,
GBR,1962,,,,,,,,,,
GBR,1963,,,,,,,,,,
GBR,1964,,,,,,,,,,
GBR,1965,,,,,,,,,,
GBR,1966,,,,,,,,,,
GBR,1967,,,,,,,,,,
GBR,1968,,,,,,,,,,
GBR,1969,,,,,,,,,,
GBR,1970,283199773.83666,340799727.837337,,,,,,,,
GBR,1971,299450940.254297,357770469.690405,,,,,,,,
GBR,1972,344806903.420034,414465553.240536,,,,,,,,
GBR,1973,392037160.373105,494946588.144538,,,,,,,,
GBR,1974,465540514.675228,573064835.81822,,,,,,,,
GBR,1975,529813643.957797,609148287.081686,,,,,,,,
GBR,1976,532968474.502432,695748713.69134,,,,,,,,
GBR,1977,573322721.214198,738818054.010789,,,,,,,,
GBR,1978,698415871.670825,883117477.76434,,,,,,,,
GBR,1979,753020243.440969,991008503.450077,,,,,,,,
GBR,1980,924694770.430651,1135126607.25482,,,22000.0,19612.0,,,,
GBR,1981,900259104.150979,1161183254.00913,,,18406.0,20808.0,,,,
GBR,1982,810989857.857409,995518507.89001,,,16563.0,20530.0,,,,
GBR,1983,827232728.505504,1062266136.91015,,,14798.0,19893.0,,,,
GBR,1984,903266514.754585,1047765275.4511,,,13735.0,19093.0,,,,
GBR,1985,807266041.752932,1161836266.86707,,,12293.0,19672.0,,,,
GBR,1986,1035088153.34853,1239093432.06294,,,11063.0,20040.0,,,,
GBR,1987,1938146288.73616,2018056605.26522,,,10419.0,19945.0,,,,
GBR,1988,2331718494.71769,2411849758.96279,,,9935.0,20536.0,,,,
GBR,1989,2600777859.11888,2603690902.7371,,,9637.0,19732.0,,,,
GBR,1990,3574748479.59435,3055033020.48712,,,8928.0,19310.0,,,,
GBR,1991,3370457080.53713,3339481527.94765,,,8357.0,19230.0,,,,
GBR,1992,3577319474.46994,4190099802.86732,,,7839.0,18848.0,,,,
GBR,1993,3603459888.28496,4355381732.61052,,,7922.0,18727.0,,,,
GBR,1994,4472337548.49041,5319050532.29923,,,8081.0,18384.0,,,,
GBR,1995,5198358488.48013,6080093956.74603,,,8891.0,18630.0,,,,
GBR,1996,6320330299.39602,6655053056.30066,1.5733300447464,72332.42,9821.0,18184.0,2490.55493164063,,,
GBR,1997,6137005611.39948,6790442218.39124,1.53860998153687,74151.07,10171.0,17938.0,2497.82055664063,,,
GBR,1998,6652282989.14554,7070738733.64791,1.5480500459671,74207.66,10083.0,19530.0,2694.61743164063,,,
GBR,1999,8118870505.08955,7690991768.40522,1.62468004226685,73334.16,10399.0,21333.0,2853.96557617188,,,
GBR,2000,7147868031.29814,8098446664.3324,1.61293005943298,77969.06,10697.0,22050.0,2894.51489257813,,,
GBR,2001,7106653490.15867,8158908320.65253,1.60118997097015,74398.12,10658.0,21423.0,3080.69409179688,,,
GBR,2002,8194613067.77313,6950008298.61515,1.61532998085022,75375.88,10907.0,20624.0,3340.2216796875,,,
GBR,2003,8794302536.43413,8681034662.62719,1.57924997806549,76341.42,11198.0,20426.0,3638.09033203125,,,
GBR,2004,9692330341.68547,10984823631.1734,1.53070998191833,80185.02,10776.0,19178.0,3824.26196289063,,,
GBR,2005,10536918307.7105,16061574496.9521,1.54903995990753,85438.73,10155.0,17833.0,4123.53173828125,688.25524,,
GBR,2006,10709233287.3281,16495779267.7242,1.57125997543335,89062.42,8261.0,17484.0,4176.3125,725.70233,,
GBR,2007,9189715165.51252,18642215189.9491,1.61012995243073,91538.02,7624.0,17375.0,4111.140625,853.49869,68857350336.0,20.8645973203505
GBR,2008,11454256328.8895,17601940135.4248,1.60382997989655,91581.47,6856.0,16523.0,4053.92724609375,894.86867,67496532150.0,20.600621252918
GBR,2009,10473073185.8168,18137958420.3577,1.66098999977112,94038.52,6480.0,15985.0,4076.55200195313,918.9098,48644842352.0,20.4516079647542
GBR,2010,10850107600.3813,18121316422.4067,1.63515996932983,94081.01,6439.0,15490.0,4043.26708984375,934.29414,66714274846.0,23.2864747201681
GBR,2011,12192693732.1619,18704684212.2777,1.63998997211456,95498.19,6916.0,15343.0,3926.11791992188,1140.06267,75783351756.0,23.2889304315093
GBR,2012,10576676645.1255,16556135736.1452,1.56887996196747,97564.17,7865.0,15370.0,3969.85913085938,1061.34473,73147759484.0,23.4467991995012
GBR,2013,9634649292.78993,16906115420.0974,1.61029994487762,98589.76,7966.0,14972.0,4119.451171875,1188.21523,74696893576.0,23.5743828779703
GBR,2014,11675819527.4738,19900806695.5287,1.6309700012207,98439.22,7844.0,15196.0,4227.6201171875,1255.49029,76014219847.0,22.1921753523603
GBR,2015,12279694752.721,20891321911.5522,1.63424003124237,99434.66,7934.0,14867.0,4319.50146484375,1349.98182,74578603459.0,22.3227523454659
GBR,2016,11375283178.2379,18816662933.4402,1.64280998706818,99716.51,8183.0,13876.0,4357.93310546875,1305.4251,73806480005.0,23.5459013076868
GBR,2017,12336313371.5013,22179105825.1088,1.65980994701385,99990.59,8771.0,13301.0,4434.9658203125,,73689913071.0,22.6067220238976
GBR,2018,14572553139.1146,24009792879.1991,1.70493996143341,100600.79,8076.0,12865.0,4554.4658203125,,75580036686.0,22.3195579869368
GBR,2019,16495847277.6526,25721371554.7424,1.70799005031586,101343.03,7189.0,12061.0,4683.765625,,76894056310.0,23.0832624570095
GBR,2020,15743194164.573,23017352520.0332,,105564.47,8659.0,11990.0,,,58143796335.0,22.9971627452191
GBR,2021,17199514849.2421,24650736392.4798,,,7263.0,11592.0,,,66699915640.0,23.8536838150556
GBR,2022,17245075857.0618,27616275397.9554,,,,,,,,
GRC,1960,,,,,,,,,,
GRC,1961,,,,,,,,,,
GRC,1962,,,,,,,,,,
GRC,1963,,,,,,,,,,
GRC,1964,,,,,,,,,,
GRC,1965,,,,,,,,,,
GRC,1966,,,,,,,,,,
GRC,1967,,,,,,,,,,
GRC,1968,,,,,,,,,,
GRC,1969,,,,,,,,,,
GRC,1970,,,,,,,,,,
GRC,1971,,,,,,,,,,
GRC,1972,,,,,,,,,,
GRC,1973,,,,,,,,,,
GRC,1974,,,,,,,,,,
GRC,1975,,,,,,,,,,
GRC,1976,14000000.0,,,,,,,,,
GRC,1977,14000000.0,,,,,,,,,
GRC,1978,16000000.0,,,,,,,,,
GRC,1979,18000000.0,,,,,,,,,
GRC,1980,20000000.0,,,,1570.0,1265.0,,,,
GRC,1981,19000000.0,,,,1843.0,1221.0,,,,
GRC,1982,12000000.0,,,,1911.0,1264.0,,,,
GRC,1983,14000000.0,,,,1936.0,1191.0,,,,
GRC,1984,13000000.0,,,,2142.0,1277.0,,,,
GRC,1985,8000000.0,,,,2035.0,1121.0,,,,
GRC,1986,10000000.0,,,,1714.0,1249.0,,,,
GRC,1987,12000000.0,,,,586.0,1539.0,,,,
GRC,1988,13000000.0,,,,457.0,205.0,,,,
GRC,1989,15000000.0,,,,454.0,216.0,,,,
GRC,1990,15000000.0,,,,466.0,241.0,,,,
GRC,1991,13000000.0,,,,192.0,188.0,,,,
GRC,1992,19000000.0,,,,211.0,222.0,,,,
GRC,1993,27000000.0,,,,171.0,221.0,,,,
GRC,1994,46000000.0,,,,139.0,267.0,,,,
GRC,1995,58000000.0,,,,46.0,266.0,,,,
GRC,1996,57000000.0,,,4063.96,37.0,267.0,,,,
GRC,1997,58000000.0,,0.429100006818771,4411.82,57.0,293.0,1005.33117675781,390.61064,,
GRC,1998,,,,4572.31,34.0,276.0,,,,
GRC,1999,205078705.129918,12898837.165059,0.568229973316193,4573.08,33.0,290.0,1337.3017578125,529.45348,,
GRC,2000,202864432.722207,5399433.95220887,,5285.59,34.0,306.0,,,,
GRC,2001,225068410.463104,14004723.5536481,0.559480011463165,5720.28,49.0,385.0,1290.70593261719,865.45397,,
GRC,2002,287639249.749207,12604740.5251152,,6408.11,36.0,376.0,,,,
GRC,2003,334838119.954986,18379727.1109545,0.546540021896362,6750.01,27.0,393.0,1393.29895019531,820.65293,,
GRC,2004,466062588.72096,31823429.7617246,0.527300000190735,7964.63,28.0,379.0,,,,
GRC,2005,441508052.727543,60220041.0777566,0.578960001468658,9194.86,20.0,462.0,1745.49206542969,752.83308,,
GRC,2006,406104697.163736,66698116.0896128,0.561179995536804,10567.48,30.0,532.0,1779.74914550781,,,
GRC,2007,600153525.970492,52293992.1759383,0.576550006866455,11053.49,20.0,575.0,1889.68737792969,,1121316170.0,9.11321690798768
GRC,2008,713441167.63438,43866779.279913,0.661830008029938,11721.47,30.0,628.0,,,1561594807.0,10.8496240833043
GRC,2009,654722897.271051,47980894.6703352,0.625569999217987,11977.04,22.0,698.0,,,1363598372.0,12.2252280516093
GRC,2010,626946377.359651,68694446.770791,0.603470027446747,11836.24,16.0,728.0,,,1293767639.0,11.5945308937546
GRC,2011,556622104.34375,69091286.6532309,0.684260010719299,11879.61,19.0,722.0,2278.51782226563,585.09777,1402430838.0,11.2501392565187
GRC,2012,370769831.008548,82105489.0798185,0.710049986839294,11776.04,28.0,628.0,2300.314453125,,1137984308.0,10.1431849133704
GRC,2013,322272258.560215,55007473.9062011,0.814779996871948,11695.4,19.0,698.0,2721.31103515625,,950028748.0,8.46757614474897
