Country,Year,SE.ADT.1524.LT.FM.ZS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SG.GEN.PARL.ZS,SH.HIV.1524.FE.ZS,SH.HIV.1524.MA.ZS,SL.EMP.VULN.FE.ZS,SL.EMP.VULN.MA.ZS,SL.TLF.0714.FE.ZS,SL.TLF.0714.MA.ZS,SL.TLF.0714.SW.FE.ZS,SL.TLF.0714.SW.MA.ZS,SL.TLF.0714.SW.ZS,SL.TLF.0714.WK.FE.ZS,SL.TLF.0714.WK.MA.ZS,SL.TLF.0714.WK.ZS,SL.TLF.0714.ZS,SL.TLF.ACTI.1524.FE.ZS,SL.TLF.ACTI.1524.MA.ZS,SL.TLF.ACTI.1524.ZS,SL.TLF.ACTI.FE.ZS,SL.TLF.ACTI.MA.ZS,SL.TLF.ACTI.ZS,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.MA.ZS,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SM.POP.REFG,SM.POP.REFG.OR,SP.ADO.TFRT,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN
DNK,1993,,0.997420012950897,1.01381003856659,1.02626001834869,1.07527995109558,,0.1,0.1,5.653241,7.1832248,,,,,,,,,,70.005,71.032,70.53,78.453,86.08,82.319,61.855,73.126,11.081,10.401,44570.0,,9.785,77.77,72.59
DNK,1994,,0.997820019721985,1.01496005058289,1.02824997901917,1.08378994464874,,0.1,0.1,5.394694,6.0663084,,,,,,,,,,66.458,71.653,69.109,73.816,83.171,78.557,58.296,70.727,9.003,7.212,49564.0,11.0,9.886,78.1,72.78
DNK,1995,,1.00337994098663,1.0173100233078,1.02822995185852,1.10389995574951,,0.1,0.1,4.428062,5.9663067,,,,,,,,,,69.502,76.782,73.213,72.682,84.501,78.671,57.468,72.058,8.65,5.61,64850.0,18.0,9.461,77.83,72.72
DNK,1996,,0.996200025081635,1.0132999420166,1.02670001983643,1.17660999298096,,0.1,0.1,4.572766,6.122255,,,,,,,,,,71.522,75.961,73.782,73.973,84.287,79.199,58.758,71.916,8.381,5.527,66371.0,34.0,8.783,78.26,73.05
DNK,1997,,,,,,32.9608938547486,0.1,0.1,4.298697,6.6463629,,,,,,,,,,71.319,77.094,74.257,74.231,84.362,79.363,59.024,72.127,6.436,4.517,68106.0,33.0,9.152,78.46,73.55
DNK,1998,,1.00311005115509,1.02339005470276,1.03925001621246,1.22614002227783,37.4301675977654,0.1,0.1,4.547006,6.2259358,,,,,,,,,,71.912,71.253,71.577,74.83,83.0,78.968,59.513,71.084,6.403,3.852,68996.0,28.0,8.665,78.7,73.7
DNK,1999,,1.00346994400024,1.02909994125366,1.04993999004364,1.25093996524811,37.4301675977654,0.1,0.1,4.262827,5.8632365,,,,,,,,,,70.137,76.441,73.341,75.517,84.42,80.024,60.038,71.8,5.893,4.485,68982.0,25.0,8.432,78.8,74.0
DNK,2000,,1.00285995006561,1.02385997772217,1.04094994068146,1.26762998104095,37.4301675977654,0.1,0.1,4.252387,5.511274,,,,,,,,,,69.082,74.612,71.893,75.594,83.415,79.552,60.222,71.073,4.975,4.044,71017.0,26.0,8.169,79.0,74.3
DNK,2001,,1.00310003757477,1.02711999416351,1.04735004901886,1.25022995471954,,0.1,0.1,3.487987,5.9914469,,,,,,,,,,65.036,69.313,67.21,74.41,82.755,78.632,59.659,70.859,4.778,3.619,73284.0,5.0,7.601,79.2,74.5
DNK,2002,,1.00270998477936,1.02656996250153,1.04904997348785,1.27880001068115,37.9888268156425,0.1,0.1,3.392081,5.8989514,,,,,,,,,,67.284,70.316,68.827,75.304,82.986,79.189,60.235,71.255,4.313,4.233,73600.0,6.0,6.481,79.2,74.7
DNK,2003,,,,1.05518996715546,1.29019999504089,37.9888268156425,0.1,0.1,3.718575,6.2689324,,,,,,,,,,63.624,68.039,65.871,74.453,83.577,79.066,59.724,71.455,5.754,5.093,69855.0,10.0,5.899,79.5,74.9
DNK,2004,,0.998690009117126,1.0244300365448,1.04944002628326,1.28728997707367,37.9888268156425,0.1,0.1,3.853924,6.5821898,,,,,,,,,,63.793,68.971,66.429,75.685,83.821,79.796,60.383,71.684,5.435,4.995,65305.0,10.0,5.594,79.9,75.2
DNK,2005,,0.99888002872467,1.01885998249054,1.03778004646301,1.2755800485611,36.8715083798883,0.1,0.1,4.097071,6.1324756,,,,,,,,,,66.239,69.97,68.14,75.528,83.071,79.338,60.391,71.102,5.276,4.437,44362.0,10.0,5.521,80.2,75.6
DNK,2006,,1.00048995018005,1.01806998252869,1.0348299741745,1.27705001831055,36.8715083798883,0.1,0.1,3.998859,5.9811812,,,,,,,,,,69.314,70.541,69.94,76.348,83.43,79.923,60.93,71.11,4.537,3.335,36650.0,10.0,5.714,80.4,75.9
DNK,2007,,1.00071001052856,1.01705002784729,1.03194999694824,1.28687000274658,37.9888268156425,0.1,0.1,3.6483885,6.492022,,,,,,,,,,69.085,72.071,70.609,76.073,83.466,79.803,60.654,70.943,4.198,3.448,26779.0,15.0,5.592,80.5,76.0
DNK,2008,,1.0056300163269,1.01811003684998,1.02897000312805,1.3029899597168,37.9888268156425,0.1,0.1,3.508938,6.6368328,,,,,,,,,,68.157,69.961,69.078,75.234,82.938,79.12,59.903,70.432,4.068,3.339,23385.0,10.0,5.835,80.7,76.3
DNK,2009,,1.00366997718811,1.01238000392914,1.01971995830536,1.3128000497818,37.9888268156425,0.1,0.1,3.9305456,7.1247598,,,,,,,,,,67.162,68.526,67.859,75.075,81.934,78.534,59.644,69.293,5.669,7.069,20340.0,10.0,5.444,80.8,76.5
DNK,2010,,1.00204002857208,1.00574994087219,1.00894999504089,1.30967998504639,37.9888268156425,0.1,0.1,3.7922899,6.9219429,,,,,,,,,,63.9,64.035,63.969,74.482,81.175,77.856,58.85,68.299,6.765,8.626,17907.0,6.0,5.022,81.2,77.1
DNK,2011,,0.994090020656586,1.00557994842529,1.0166699886322,1.29832005500793,39.1061452513966,0.1,0.1,3.6302265,6.9518369,,,,,,,,,,63.307,63.41,63.36,74.379,80.815,77.623,58.589,67.649,7.622,7.902,13386.0,6.0,4.643,81.9,77.8
DNK,2012,,0.991110026836395,1.00244998931885,1.01346004009247,1.29365003108978,39.1061452513966,0.1,0.1,3.9854636,7.0686519,,,,,,,,,,60.914,61.061,60.989,74.166,79.883,77.047,58.148,66.597,7.795,7.805,11797.0,6.0,4.499,82.1,78.1
DNK,2013,,0.989679992198944,1.00909996032715,1.02708005905151,1.28014004230499,39.1061452513966,0.1,0.1,3.8670241,7.0078605,,,,,,,,,,58.98,57.298,58.119,73.913,78.881,76.417,57.596,65.355,7.668,7.118,13153.0,6.0,4.247,82.4,78.3
DNK,2014,,0.988600015640259,1.01689004898071,1.04287004470825,1.29268002510071,39.1061452513966,0.1,0.1,3.8546162,6.683863,,,,,,,,,,58.786,57.776,58.269,73.262,79.561,76.437,57.019,65.619,7.147,6.736,17767.0,11.0,3.834,82.8,78.7
DNK,2015,,0.986710011959076,1.01845002174377,1.04752004146576,1.28656005859375,37.4301675977654,0.1,0.1,3.6627857,6.5188248,,,,,,,,,,58.825,58.089,58.448,73.474,80.122,76.825,56.737,66.028,6.53,6.06,27312.0,11.0,3.561,82.7,78.8
DNK,2016,,0.988309979438782,1.00967001914978,1.02947998046875,1.26722002029419,37.4301675977654,0.1,0.1,3.833871,6.4551607,,,,,,,,,,61.164,57.983,59.537,74.573,80.161,77.39,57.563,65.844,6.38,5.64,33501.0,,3.511,82.8,79.0
DNK,2017,,0.993589997291565,1.00287997722626,1.01091003417969,1.26952004432678,37.4301675977654,0.1,0.1,3.7545374,6.376775,,,,,,,,,,61.178,59.613,60.378,75.005,80.637,77.845,57.616,65.927,6.046,5.636,35668.0,,2.893,83.1,79.2
DNK,2018,,0.998889982700348,0.999819993972778,0.999409973621368,1.27293002605438,37.4301675977654,0.1,0.1,3.5439425,6.151088,,,,,,,,,,60.79,59.38,60.069,75.279,81.061,78.196,57.567,66.178,5.347,4.937,36623.0,,2.495,82.9,79.1
DNK,2019,,0.998369991779327,0.995649993419647,0.991479992866516,1.27848994731903,39.1061452513966,0.1,0.1,3.6789475,6.0522928,,,,,,,,,,61.769,60.518,61.129,76.035,81.969,79.029,57.987,66.857,5.269,4.799,37533.0,5.0,2.123,83.5,79.5
DNK,2020,,0.999549984931946,0.996890008449554,0.992669999599457,1.28173995018005,39.6648044692737,0.1,0.1,3.9951233,6.1465063,,,,,,,,,,60.358,60.087,60.22,75.897,81.7,78.827,57.75,66.39,5.984,5.334,36643.0,5.0,1.893,83.6,79.7
DNK,2021,,,,,,39.6648044692737,0.1,0.1,3.6284784,6.7051319,,,,,,,,,,59.959,60.843,60.411,76.345,82.354,79.38,58.071,67.111,5.134,4.994,36023.0,8.0,1.908,83.3,79.6
DNK,2022,,,,,,43.5754189944134,,,,,,,,,,,,,,61.249,61.721,61.49,,,,58.94,67.579,4.322,4.037,67772.0,,,,
ESP,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.047,71.66,66.68
ESP,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,9.064,71.98,67.1
ESP,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,11.377,72.08,67.08
ESP,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,10.308,72.36,67.13
ESP,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0,,11.005,73.14,67.79
ESP,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0,,11.038,73.57,68.18
ESP,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.0,,11.511,73.78,68.46
ESP,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,11.964,74.07,68.57
ESP,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,12.941,74.36,68.85
ESP,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000.0,,12.897,73.89,68.36
ESP,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29500.0,680.0,13.409,74.87,69.32
ESP,1971,,1.03411996364594,0.929489970207214,0.790610015392303,0.373510003089905,,,,,,,,,,,,,,,,,,,,,,,,,38000.0,670.0,14.848,74.56,68.84
ESP,1972,,1.03698003292084,0.937009990215302,0.793799996376038,0.401239991188049,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,650.0,15.647,75.63,70.14
ESP,1973,,1.01347994804382,0.95074999332428,0.869620025157928,0.455300003290176,,,,,,,,,,,,,,,,,,,,,,,,,26000.0,390.0,16.672,75.52,69.84
ESP,1974,,1.00510001182556,0.949379980564117,0.880190014839172,0.49193000793457,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,210.0,20.118,75.92,70.16
ESP,1975,,1.00799000263214,0.980660021305084,0.94937002658844,0.529730021953583,,,,,,,,,,,,,,,,,,,,,,,,,16000.0,140.0,22.147,76.31,70.47
ESP,1976,,1.00626003742218,0.985170006752014,0.963429987430573,0.582899987697601,,,,,,,,,,,,,,,,,,,,,,,,,16500.0,510.0,24.202,76.68,70.75
ESP,1977,,1.00211000442505,0.99125999212265,0.981620013713837,0.638329982757568,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,25.579,77.2,71.21
ESP,1978,,0.996569991111755,0.993359982967377,0.991859972476959,0.682569980621338,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,26.17,77.42,71.32
ESP,1979,,0.99848997592926,0.975080013275146,0.95455002784729,0.699530005455017,,,,,,,,,,,,,,,,,,,,,,,,,26000.0,,25.994,78.02,71.77
ESP,1980,,1.00325000286102,1.02026998996735,1.03736996650696,0.743210017681122,,,,,,,,,,,,,,,,,,,,,,,,,21500.0,5.0,24.885,78.53,72.32
ESP,1981,1.00001001358032,1.00180995464325,1.02223002910614,1.04206001758575,0.801100015640259,,,,,,,,,,,,,,,,,,,,,,,,,21500.0,5.0,22.264,78.74,72.47
ESP,1982,,0.993669986724854,0.998870015144348,1.00417995452881,0.851930022239685,,,,,,,,,,,,,,,,,,,,,,,,,23500.0,50.0,20.833,79.32,73.1
ESP,1983,,0.990930020809174,1.03303003311157,1.07165002822876,0.90583997964859,,,,,,,,,,,,,,,,,,,,,,,,,23700.0,600.0,19.938,79.1,72.87
ESP,1984,,0.987929999828339,1.01842999458313,1.04639005661011,0.958660006523132,,,,,,,,,,,,,,,,,,,,,,,,,9900.0,60.0,19.232,79.64,73.11
ESP,1985,,0.988919973373413,1.0207200050354,1.0487699508667,0.962999999523163,,,,,,,,,,,,,,,,,,,,,,,,,9300.0,60.0,18.364,79.64,73.04
ESP,1986,,0.988900005817413,1.03907001018524,1.07936000823975,1.00642001628876,,,,,,,,,,,,,,,,,,,,,,,,,10200.0,,16.74,79.85,73.33
ESP,1987,,1.00065994262695,1.04699003696442,1.082239985466,1.02266001701355,,,,,,,,,,,,,,,,,,,,,,,,,9200.0,60.0,15.686,80.17,73.45
ESP,1988,,0.985769987106323,1.03934001922607,1.07719004154205,1.05074000358582,,,,,,,,,,,,,,,,,,,,,,,,,8691.0,,14.847,80.23,73.43
ESP,1989,,0.985610008239746,1.03775000572205,1.0727299451828,1.04205000400543,,,,,,,,,,,,,,,,,,,,,,,,,8676.0,,12.953,80.44,73.36
ESP,1990,,0.983959972858429,1.02982997894287,1.05991005897522,1.0698299407959,,0.1,0.1,,,,,,,,,,,,42.56,51.57,47.163,40.942,77.95,59.417,33.268,67.244,,,8303.0,,11.679,80.51,73.34
ESP,1991,1.0003000497818,0.992370009422302,1.03868997097015,1.06719994544983,1.08222997188568,,0.1,0.1,23.530397,20.380294,,,,,,,,,,40.09,50.68,45.5,41.18,77.696,59.416,33.344,66.848,23.314,12.003,4005.0,,10.726,80.7,73.42
ESP,1992,,0.986039996147156,1.04539000988007,1.08000004291534,1.08915996551514,,0.1,0.1,22.296121,20.195679,,,,,,,,,,39.43,49.64,44.649,42.519,76.746,59.621,34.352,65.842,25.267,13.495,4040.0,,9.877,81.19,73.81
ESP,1993,,0.981809973716736,1.04820001125336,1.08521997928619,1.1057300567627,,0.1,0.1,22.206344,21.004675,,,,,,,,,,38.16,47.96,43.172,43.33,76.438,59.884,34.916,65.374,28.76,18.409,4990.0,,9.081,81.26,74.01
ESP,1994,,0.981169998645782,1.04960000514984,1.08625996112823,1.08044004440308,,0.1,0.1,21.368386,21.036522,,,,,,,,,,39.21,47.27,43.334,45.126,76.1,60.622,36.196,64.89,31.617,19.817,5351.0,42.0,8.255,81.62,74.36
ESP,1995,,0.984610021114349,1.05085003376007,1.08535003662109,1.13533997535706,,0.1,0.1,20.696457,19.952693,,,,,,,,,,38.58,44.55,41.635,45.859,75.267,60.581,36.654,63.999,30.567,17.882,5840.0,36.0,7.701,81.73,74.41
ESP,1996,,0.981859982013702,1.05502998828888,1.10759997367859,1.14591002464294,,0.1,0.1,19.505668,19.491665,,,,,,,,,,37.15,43.97,40.641,46.705,75.645,61.201,37.154,64.066,29.547,17.58,5672.0,217.0,7.561,81.88,74.54
ESP,1997,,0.988730013370514,1.03130996227264,1.06201994419098,1.14864003658295,24.7126436781609,0.1,0.1,17.946886,18.622323,,,,,,,,,,37.05,44.47,40.849,47.957,76.189,62.106,37.94,64.259,28.013,16.119,5512.0,214.0,7.822,82.21,75.17
ESP,1998,,0.990140020847321,1.03576004505157,1.07260000705719,1.15655994415283,24.7126436781609,0.1,0.1,16.764153,17.874853,,,,,,,,,,37.07,45.02,41.14,48.61,76.796,62.743,38.3,64.559,26.633,13.662,5918.0,57.0,8.046,82.2,75.3
ESP,1999,,0.990700006484985,1.03498005867004,1.07090997695923,1.15702998638153,21.551724137931,0.1,0.1,14.451309,15.925067,,,,,,,,,,37.66,46.36,42.116,49.631,77.393,63.559,39.0,64.917,22.845,10.791,6708.0,49.0,8.717,82.2,75.4
ESP,2000,,0.993009984493256,1.03412997722626,1.06745004653931,1.15541005134583,28.2857142857143,0.1,0.1,13.325285,15.104903,,,,,,,,,,39.45,46.68,43.154,51.784,78.417,65.153,40.542,65.592,20.356,9.492,6982.0,75.0,9.285,82.5,75.6
ESP,2001,,0.992500007152557,1.0315500497818,1.06340003013611,1.1416699886322,28.2857142857143,0.1,0.1,13.239341,15.248297,,,,,,,,,,37.2,47.42,42.437,50.449,78.213,64.394,39.336,65.255,15.047,7.353,6804.0,45.0,9.934,82.8,76.1
ESP,2002,,0.991209983825684,1.03454005718231,1.07070004940033,1.1655900478363,28.2857142857143,0.1,0.1,11.947993,14.709069,,,,,,,,,,38.48,48.57,43.652,53.693,79.1,66.473,41.791,65.878,16.053,7.866,6783.0,58.0,10.219,83.0,76.3
ESP,2003,,0.989589989185333,1.02864003181458,1.06169998645782,1.16577005386353,28.2857142857143,0.1,0.1,11.403962,13.6490022,,,,,,,,,,39.18,49.31,44.373,55.5,79.905,67.799,43.279,66.672,15.685,8.272,5912.0,51.0,10.843,83.0,76.4
ESP,2004,0.999539971351624,0.990010023117065,1.03207004070282,1.067999958992,1.1885199546814,36.0,0.1,0.1,10.955422,13.8100293,,,,,,,,,,39.79,49.77,44.908,57.124,80.152,68.751,44.673,67.083,15.039,8.335,5690.0,53.0,11.121,83.2,76.7
ESP,2005,0.999300003051758,0.986720025539398,1.02965998649597,1.06554996967316,1.18537998199463,36.0,0.1,0.1,11.161102,14.09564,,,,,,,,,,43.05,52.54,47.92,58.85,80.936,70.024,46.096,67.916,11.997,7.134,5369.0,49.0,11.565,83.5,77.0
ESP,2006,0.997659981250763,0.985809981822968,1.02805995941162,1.06374001502991,1.18994998931885,36.0,0.1,0.1,10.370504,13.7071979,,,,,,,,,,43.96,52.19,48.181,60.662,81.257,71.094,47.52,68.209,11.344,6.352,5269.0,2442.0,12.191,84.1,77.7
ESP,2007,0.999779999256134,0.988749980926514,1.03070998191833,1.0670200586319,1.19324004650116,36.5714285714286,0.1,0.1,10.090781,13.5060215,,,,,,,,,,43.39,52.16,47.887,61.898,81.372,71.773,48.554,68.36,10.7,6.41,5143.0,37.0,13.021,84.1,77.8
ESP,2008,1.00074994564056,0.990660011768341,1.02862000465393,1.06245005130768,1.19266998767853,36.2857142857143,0.1,0.1,9.745478,13.4515442,,,,,,,,,,43.74,51.47,47.704,63.586,81.62,72.738,49.935,68.513,12.84,10.05,4649.0,26.0,13.372,84.3,78.2
ESP,2009,0.999180018901825,0.991580009460449,1.02205002307892,1.04980003833771,1.19567000865936,36.5714285714286,0.1,0.1,9.021777,12.9487227,,,,,,,,,,41.73,48.2,45.045,65.127,80.869,73.111,51.015,67.646,18.135,17.645,3960.0,34.0,11.98,84.6,78.5
ESP,2010,1.00179994106293,0.992529988288879,1.01059997081757,1.0267299413681,1.19089996814728,36.5714285714286,0.1,0.1,8.786286,13.0859659,,,,,,,,,,40.24,44.97,42.661,66.252,80.662,73.551,51.714,67.167,20.221,19.571,3814.0,41.0,10.888,84.7,78.7
ESP,2011,1.00092005729675,0.992410004138947,1.00387001037598,1.01406002044678,1.19089996814728,36.0,0.1,0.1,8.9004172,13.137946,,,,,,,,,,39.21,42.56,40.923,67.338,80.375,73.933,52.362,66.624,21.814,21.043,4220.0,42.0,9.757,85.6,79.5
ESP,2012,1.00065004825592,0.993749976158142,1.00144994258881,1.0079300403595,1.18076002597809,36.0,0.1,0.1,9.3386205,14.4351084,,,,,,,,,,37.65,40.35,39.03,68.349,80.096,74.28,52.941,66.125,25.035,24.585,4502.0,55.0,9.079,85.5,79.5
ESP,2013,0.999480009078979,1.01124000549316,1.00694000720978,1.00271999835968,1.17668998241425,36.0,0.1,0.1,9.7046236,15.3488802,,,,,,,,,,35.89,39.59,37.782,68.731,79.77,74.294,52.889,65.428,26.669,25.599,4641.0,56.0,8.381,86.1,80.2
ESP,2014,0.999289989471436,1.01323997974396,1.00707995891571,1.00092995166779,1.16795003414154,39.7142857142857,0.1,0.1,9.4958286,15.0824142,,,,,,,,,,34.0,37.35,35.714,68.807,79.557,74.217,52.608,64.853,25.428,23.598,5797.0,60.0,8.073,86.2,80.4
ESP,2015,1.00075995922089,1.01551997661591,1.00452995300293,0.993809998035431,1.15980994701385,41.1428571428571,0.1,0.1,9.5212297,14.634416,,,,,,,,,,33.19,36.17,34.716,69.019,79.605,74.341,52.593,64.639,23.557,20.777,6447.0,60.0,7.628,85.7,80.1
ESP,2016,0.999679982662201,1.01656997203827,1.0102299451828,1.00346994400024,1.163370013237,39.1428571428571,0.1,0.1,9.3360384,14.1951691,,,,,,,,,,31.28,34.72,33.043,69.187,79.26,74.246,52.581,64.167,21.389,18.128,12983.0,34.0,7.255,86.3,80.5
ESP,2017,,1.01662003993988,1.01564002037048,1.01362001895905,1.16463994979858,39.1428571428571,0.1,0.1,8.7946505,13.5384957,,,,,,,,,,31.48,35.09,33.331,68.857,78.974,73.933,52.18,63.785,19.027,15.658,17541.0,39.0,6.932,86.1,80.6
ESP,2018,1.00056004524231,1.01365995407104,1.01686000823975,1.01873004436493,1.17311000823975,39.1428571428571,0.1,0.1,8.398725,13.1734426,,,,,,,,,,30.77,35.1,32.992,68.631,78.829,73.744,51.912,63.519,17.02,13.72,20437.0,46.0,6.184,86.3,80.7
ESP,2019,,1.01298999786377,1.02180004119873,1.02888000011444,1.1768000125885,44.0,0.1,0.1,8.5342366,12.7983352,,,,,,,,,,30.73,35.13,32.991,68.995,78.554,73.785,52.143,63.202,15.99,12.45,57751.0,51.0,5.941,86.7,81.1
ESP,2020,1.00260996818542,1.01031005382538,1.02069997787476,1.02936005592346,1.19122004508972,44.0,0.1,0.1,9.0820536,13.4291372,,,,,,,,,,27.48,32.19,29.904,67.609,76.917,72.273,51.088,61.866,17.43,13.87,103624.0,52.0,5.979,85.2,79.6
ESP,2021,,,,,,43.4285714285714,0.1,0.1,8.6322664,13.2697024,,,,,,,,,,29.93,33.07,31.547,69.679,77.807,73.753,52.584,62.53,16.718,13.056,122539.0,55.0,6.281,86.2,80.3
ESP,2022,,,,,,42.9799426934097,,,,,,,,,,,,,,31.248,34.9,33.13,,,,52.92,62.92,14.66,11.541,317751.0,62.0,,,
EST,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.539,73.049,65.014
EST,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.384,73.052,65.067
EST,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.551,72.643,65.124
EST,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.898,73.468,65.155
EST,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.364,74.076,66.23
EST,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.48,73.745,65.81
EST,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.277,73.712,65.738
EST,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.965,74.197,65.886
EST,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.476,74.194,65.52
EST,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.955,73.827,64.922
EST,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.987,74.005,65.034
EST,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.615,74.491,65.362
EST,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.58,74.269,65.138
EST,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.428,74.358,65.458
EST,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.118,74.799,65.583
EST,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.925,74.274,64.669
EST,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.626,73.979,64.113
EST,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.353,74.309,64.578
EST,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.015,74.124,63.965
EST,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.737,73.979,63.84
EST,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.738,74.166,63.681
EST,1981,,0.981100022792816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.934,74.1,64.1
EST,1982,,0.988590002059937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.693,74.3,64.2
EST,1983,,0.987049996852875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.252,74.6,64.4
EST,1984,,0.976769983768463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.564,74.4,64.4
EST,1985,,0.983810007572174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33,74.4,64.6
EST,1986,,0.976740002632141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.204,74.9,65.5
EST,1987,,0.996540009975433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.601,75.1,66.4
EST,1988,,0.982609987258911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.796,75.0,66.6
EST,1989,1.00071001052856,0.974839985370636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.705,74.7,65.6
EST,1990,,0.970510005950928,,,,,,,,,,,,,,,,,,44.17,60.4,52.577,72.423,85.312,78.649,59.614,77.849,,,,,54.371,74.7,64.5
EST,1991,,0.971650004386902,,,,,,,2.8209977,2.762669,,,,,,,,,,42.92,60.15,51.803,70.853,84.43,77.418,58.187,76.934,1.528,1.418,,,53.048,74.7,64.3
EST,1992,,0.974370002746582,1.02500998973846,1.07615995407104,1.03797996044159,,,,3.5681726,4.576252,,,,,,,,,,40.05,61.26,50.865,68.054,82.904,75.218,55.754,75.324,3.457,3.877,,59.0,49.861,74.6,63.4
EST,1993,,0.977190017700195,1.02225005626678,1.06886994838715,1.04545998573303,,,,4.431534,6.176454,,,,,,,,,,41.63,59.25,50.563,67.114,81.066,73.826,54.709,73.321,6.635,6.455,,95.0,43.736,73.8,62.3
EST,1994,,0.976790010929108,1.05049002170563,1.12848997116089,1.07518994808197,,,,4.296211,7.060997,,,,,,,,,,44.18,62.11,53.302,67.412,81.257,74.069,54.665,73.184,7.928,7.228,,296.0,40.23,72.8,60.5
EST,1995,,0.971979975700378,1.04413998126984,1.11940002441406,1.08789002895355,,,,4.757367,8.709093,,,,,,,,,,39.65,58.32,49.18,66.533,79.914,72.962,53.706,71.677,8.857,10.387,,350.0,37.557,74.1,61.3
EST,1996,,0.976689994335175,1.03699004650116,1.1089700460434,1.1235100030899,,,,4.968923,9.621094,,,,,,,,,,38.81,54.81,46.997,66.624,78.533,72.345,53.511,70.526,9.231,10.552,,1309.0,34.911,75.4,64.1
EST,1997,,0.983799993991852,,,1.15925002098083,10.8910891089109,,,3.90081,7.01375,,,,,,,,,,37.23,51.33,44.455,66.992,78.3,72.428,54.27,70.219,9.538,11.147,,1265.0,30.702,75.7,64.2
EST,1998,,0.983020007610321,1.01660001277924,1.05543994903564,1.30031001567841,10.8910891089109,,,4.727839,7.4903611,,,,,,,,,,35.09,46.75,41.069,66.465,78.084,72.056,52.709,69.295,8.504,10.433,,792.0,27.14,75.3,63.7
EST,1999,,0.984730005264282,1.018630027771,1.05764997005463,1.30476999282837,17.8217821782178,,,4.6498784,5.8647932,,,,,,,,,,31.05,43.0,37.191,65.081,75.732,70.22,51.919,67.468,10.133,12.898,,634.0,26.11,75.8,64.6
EST,2000,1.00083994865417,0.990180015563965,1.02329003810883,1.0600700378418,1.32880997657776,17.8217821782178,,,4.807263,5.8511861,,,,,,,,,,31.48,43.16,37.491,65.974,75.031,70.354,52.582,66.491,11.608,15.018,,460.0,26.095,76.0,65.1
