,Country,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,SH.STA.MMRT.NE
0,AUS,1997,-0.5505128005860892,-1.2180011276539875,-1.5960227200208572,0.259932819117374,-1.0858401676685325,0.3844290200370434,-0.14767649444672562,-0.2630577046671165,-0.6950343700628059,-0.07908242458767607,-0.1840555188675636,0.6417340095021957,0.6272591399339307,0.5739724504995408,0.17488014094057408,0.536122393358477,0.19400798879038003,10.0
1,AUS,2000,-0.5740296598482746,-1.063857562324585,-1.5529666910308892,0.3964416522637288,-1.098483048502991,0.33178210223184973,-0.3165867844847244,-0.2592706678037263,-0.7298345310034373,-0.0985090463439339,-0.03851320995817935,0.45860023204806605,0.3951377356712618,0.5395249893467657,0.0797916994462644,0.784259449084572,0.07597123816903391,7.0
2,AUS,2003,-0.5677801839705774,-1.2304989124005132,-1.5204321844714677,0.2608082533869643,-1.0904511565391048,0.43123141039111346,-0.24231317083677367,-0.08847811382325074,-0.7206826396509471,-0.04630267210479072,0.13019024596113005,0.3656569373468245,0.6684677404750297,0.34509073443717775,0.18977454412093644,0.5283929095135346,-0.0676461122669885,6.0
3,AUS,2006,-0.5894375283414257,-1.39888632991158,-1.526519996255155,0.3412043107852157,-1.061779544617751,0.2969640212866007,-0.23397060577586012,-0.057871426338720305,-0.6900992745497447,0.018509384222681252,0.20069101655426286,0.3793580647127898,0.772946524368195,0.27843986075700156,0.16079071122137806,0.432989384411597,-0.11106622143067402,5.0
4,AUS,2011,-0.6414206020604758,-2.0824288895714065,-1.7076281813220096,-0.30788250852318366,-0.9536529122770768,0.47012009052630566,-0.3504533892940918,0.09658356181490849,-0.4970762918289364,-0.2496869512638672,-0.3032456912868125,0.07556667514347694,0.38727211251111676,0.45861456657162547,0.2190547970457526,0.2590633919023174,-0.046987397854196575,4.0
5,AUS,2012,-0.6226837800131685,-2.149912253574805,-1.7625247452264394,-0.3369399132248475,-0.9423620148987557,0.4435774459988474,-0.33517153004013456,0.15010149477088547,-0.516331417449621,-0.25198068699277004,-0.30227258339422686,0.11819019426304934,0.38898494095580455,0.4681978526488569,0.24692167518929525,0.23533827602307392,-0.12082965033891413,8.0
6,AUS,2013,-0.7469313182504465,-2.3525899717472374,-1.7539243540040361,-0.5727152213264347,-0.6503627306584798,0.26863707417499627,-0.1373085972357673,0.021812096162006467,-0.24760326932389565,0.04686216453616859,-0.3533438036228149,0.23821660474051848,0.5255525096212675,0.25268917845844574,0.2552021184784762,0.026581913905756836,-0.12151537539059137,9.0
7,AUS,2015,-0.7295158265581533,-2.77696660467147,-1.9875987435362539,-0.5661461600070835,-0.5975197651063622,0.25174886074784064,0.01566696363886029,-0.11859465367621659,0.09050937714874639,0.16706552586010745,-0.3754368516046814,0.2921252943655398,0.4480489599006895,0.49319940071158735,0.2976316865510752,-0.07712638254496323,-0.05349610413558402,3.0
8,AUT,1985,-1.1817279866073296,1.094119948750865,1.1948974177328793,0.7717828787790343,0.2464657633123966,-0.5008121596322114,-0.5384438323373811,-0.29822734784642196,-0.6925469189896079,-0.581171951894163,0.2966467152537401,-0.4923891226022961,0.6861409753813031,0.2664302305089329,0.14776449086604077,-0.18679814427366295,-0.10509533036399052,7.0
9,AUT,1986,-1.1734081640076746,0.913696790311204,1.1419653026090157,0.8680110252862021,0.12676671072762832,-0.5416438852785134,-0.46722326453754137,-0.2975027677132088,-0.683517365442829,-0.46737256362754764,0.26302626952991154,-0.5229671223861773,0.7354116311794778,0.25460835783890634,0.08967281373893245,-0.20838578014684056,-0.07052511255814697,7.0
